,Unnamed: 0,abstract_x,Text,abstract_y,ROUGE,abstract_x,abstract_y,abstract,BLEU,Bench_Seed,Baseline_ROUGE,Baseline_BLEU
1430,25407,Yummy and Convenient, great deal,Fantastic Coffee!,1.0,Fantastic Coffee!,Fantastic Coffee!,Fantastic Coffee!,0.0,Fantastic Coffee!,0.0,0.0
1438,97066,Great Product, good but not too salty,not edible,1.0,not edible,not edible,not edible,0.11156508007421491,not edible,0.2,0.11156508007421491
1462,36998,Goodness these things are good, great product,LOVE THIS!,1.0,LOVE THIS!,LOVE THIS!,LOVE THIS!,0.0,LOVE THIS!,0.0,0.0
1472,38066,Love it!, great product,HORRIBLE.,1.0,HORRIBLE.,HORRIBLE.,HORRIBLE.,0.0,HORRIBLE.,0.0,0.0
1476,43261,Ingredients not listed accuratly, great food,Love the soup,1.0,Love the soup,Love the soup,Love the soup,0.0,Love the soup,0.0,0.0
1514,38814,BEWARE: Consumer Report fount Textmati Rice Contains Arsenic, not bad,Pasta,1.0,Pasta,Pasta,Pasta,0.0,Pasta,0.0,0.0
1515,15922,This stuff will knock your socks off!, not bad,I thought it was exceptional,1.0,I thought it was exceptional,I thought it was exceptional,I thought it was exceptional,0.0,I thought it was exceptional,0.0,0.0
1529,38638,Great tea!, great taste,BEST MUFFINS IN THE WORLD !!!,1.0,BEST MUFFINS IN THE WORLD !!!,BEST MUFFINS IN THE WORLD !!!,BEST MUFFINS IN THE WORLD !!!,0.0,BEST MUFFINS IN THE WORLD !!!,0.0,0.0
1534,32986,great for teeth, great coffee,"Not bad, but it really is just a taste of thai",1.0,"Not bad, but it really is just a taste of thai","Not bad, but it really is just a taste of thai","Not bad, but it really is just a taste of thai",0.0,"Not bad, but it really is just a taste of thai",0.0,0.0
1556,12646,Ordinary, great product,tasty and so easy,1.0,tasty and so easy,tasty and so easy,tasty and so easy,0.0,tasty and so easy,0.0,0.0
1568,38854,Great product, great product,Delicious!,1.0,Delicious!,Delicious!,Delicious!,0.0,Delicious!,0.0,0.0
1572,93588,Great little snack for hubby and me, not as pictured,High Quality My Dog Enjoys and My Budget Does Too!,1.0,High Quality My Dog Enjoys and My Budget Does Too!,High Quality My Dog Enjoys and My Budget Does Too!,High Quality My Dog Enjoys and My Budget Does Too!,0.0,High Quality My Dog Enjoys and My Budget Does Too!,0.0,0.0
1577,27718,worked well, great taste,Didn't do well for my dog,1.0,Didn't do well for my dog,Didn't do well for my dog,Didn't do well for my dog,0.0,Didn't do well for my dog,0.0,0.0
1588,73548,Wrong type sent, great gluten free pasta,Hard to find locally,1.0,Hard to find locally,Hard to find locally,Hard to find locally,0.0,Hard to find locally,0.0,0.0
1604,62032,Too bitter, great popcorn,Excellent chips,1.0,Excellent chips,Excellent chips,Excellent chips,0.0,Excellent chips,0.0,0.0
1614,81978,We need to get an MRI brain on the people who rated this 5stars!  STAT!, my dogs love this,Can't beat the taste.,1.0,Can't beat the taste.,Can't beat the taste.,Can't beat the taste.,0.0,Can't beat the taste.,0.0,0.0
1632,30668,Mr. Coffee ground decaf coffee, good product,Great for diet,1.0,Great for diet,Great for diet,Great for diet,0.0,Great for diet,0.0,0.0
1637,43636,DELICIOUS !, great product,Taste yummy but watch out for yeast extract intolerance!,1.0,Taste yummy but watch out for yeast extract intolerance!,Taste yummy but watch out for yeast extract intolerance!,Taste yummy but watch out for yeast extract intolerance!,0.0,Taste yummy but watch out for yeast extract intolerance!,0.0,0.0
1639,23976,Great Taste, great coffee,Pop Crisps,1.0,Pop Crisps,Pop Crisps,Pop Crisps,0.0,Pop Crisps,0.0,0.0
1642,64739,Just the BEST, great dog food,OMG!  So delicious,1.0,OMG!  So delicious,OMG!  So delicious,OMG!  So delicious,0.0,OMG! So delicious,0.0,0.0
1650,44635,Delicious!, great coffee,Quite delicious but not as good as real chips,1.0,Quite delicious but not as good as real chips,Quite delicious but not as good as real chips,Quite delicious but not as good as real chips,0.0,Quite delicious but not as good as real chips,0.0,0.0
1666,23328,Blegh, great cereal,Yummy!,1.0,Yummy!,Yummy!,Yummy!,0.0,Yummy!,0.0,0.0
1670,1122,one of the best, good stuff,YUM,1.0,YUM,YUM,YUM,0.0,YUM,0.0,0.0
1675,60763,Amazing Stuff, great taste,Yum,1.0,Yum,Yum,Yum,0.0,Yum,0.0,0.0
1680,78972,Better Than Expected!, soup,Great Snack!,1.0,Great Snack!,Great Snack!,Great Snack!,0.0,Great Snack!,0.0,0.0
1700,63380,Sugar Overwhelms Rich Espresso Coffee Flavor, great coffee,Great alternative to regular potato chips,1.0,Great alternative to regular potato chips,Great alternative to regular potato chips,Great alternative to regular potato chips,0.0,Great alternative to regular potato chips,0.0,0.0
1708,81808,"Interesting product, but I'm not quite sure what to do with it", good stuff,Popchips for Weightwatchers,1.0,Popchips for Weightwatchers,Popchips for Weightwatchers,Popchips for Weightwatchers,0.0,Popchips for Weightwatchers,0.0,0.0
1733,19505,Aaaamaaaazing, great product,I LUUUV me some POPCHIPS!!!,1.0,I LUUUV me some POPCHIPS!!!,I LUUUV me some POPCHIPS!!!,I LUUUV me some POPCHIPS!!!,0.0,I LUUUV me some POPCHIPS!!!,0.0,0.0
1737,31485,Great Chai!, my cat loves this,Yummy!!!!!,1.0,Yummy!!!!!,Yummy!!!!!,Yummy!!!!!,0.0,Yummy!!!!!,0.0,0.0
1746,1746,pop chip goodness, great product,pop chip goodness,1.0,pop chip goodness,pop chip goodness,pop chip goodness,0.0,pop chip goodness,0.0,0.0
1754,85110,couldn't find this at my local store, cookies,So good!,1.0,So good!,So good!,So good!,0.0,So good!,0.0,0.0
1762,64488,great for a quick easy meal, not what expected,Great low-fat no cholestrol snack,1.0,Great low-fat no cholestrol snack,Great low-fat no cholestrol snack,Great low-fat no cholestrol snack,0.0,Great low-fat no cholestrol snack,0.0,0.0
1763,93798,Tasting very sugar free, great product,Great Chips,1.0,Great Chips,Great Chips,Great Chips,0.0,Great Chips,0.0,0.0
1764,5619,These are FANtastic!!, not bad,Entire family loves them,1.0,Entire family loves them,Entire family loves them,Entire family loves them,0.0,Entire family loves them,0.0,0.0
1779,28119,Very yummy oatmeal, great snack,Fantastic Product !!!!!,1.0,Fantastic Product !!!!!,Fantastic Product !!!!!,Fantastic Product !!!!!,0.0,Fantastic Product !!!!!,0.0,0.0
1781,58382,Bland without much flavor of honey or roasting, great product,absolutely delicious,1.0,absolutely delicious,absolutely delicious,absolutely delicious,0.0,absolutely delicious,0.0,0.0
1792,18427,Great for teething puppies!, great product,Can someone post some of the nutrition facts?,1.0,Can someone post some of the nutrition facts?,Can someone post some of the nutrition facts?,Can someone post some of the nutrition facts?,0.0,Can someone post some of the nutrition facts?,0.0,0.0
1795,42080,Yummy!, great coffee,Not impressed,1.0,Not impressed,Not impressed,Not impressed,0.0,Not impressed,0.0,0.0
1796,63308,"GOD BLESS LARD, AND GOD BLESS YOU MY CHILDREN", great taste,disgusting,1.0,disgusting,disgusting,disgusting,0.0,disgusting,0.0,0.0
1820,61183,I thought these were better than the Mallomars I remember as a kid., not bad,Tasty but Salty,1.0,Tasty but Salty,Tasty but Salty,Tasty but Salty,0.0,Tasty but Salty,0.0,0.0
1840,58843,Awesome!, great product,Satisfies the salty snack craving,1.0,Satisfies the salty snack craving,Satisfies the salty snack craving,Satisfies the salty snack craving,0.0,Satisfies the salty snack craving,0.0,0.0
1844,28132,my favorite flavor, great cereal,I only like the plain ones,1.0,I only like the plain ones,I only like the plain ones,I only like the plain ones,0.0,I only like the plain ones,0.0,0.0
1846,14538,coffee, great taste,"Tasty, Crunchy, and Filling",1.0,"Tasty, Crunchy, and Filling","Tasty, Crunchy, and Filling","Tasty, Crunchy, and Filling",0.0,"Tasty, Crunchy, and Filling",0.0,0.0
1851,74089,A taste treat that adds some spice to your meal, great coffee,delicious,1.0,delicious,delicious,delicious,0.0,delicious,0.0,0.0
1858,13775,Great Soup - Greater in Salad Dressing, great taste,"All the taste, but where's the fat?",1.0,"All the taste, but where's the fat?","All the taste, but where's the fat?","All the taste, but where's the fat?",0.0,"All the taste, but where's the fat?",0.0,0.0
1889,58798,good substitute for mine, great tea,Snack of the hour!,1.0,Snack of the hour!,Snack of the hour!,Snack of the hour!,0.0,Snack of the hour!,0.0,0.0
1901,88430,Good for a variety, not good,Most flavors are very good,1.0,Most flavors are very good,Most flavors are very good,Most flavors are very good,0.2,Most flavors are very good,0.5,0.2
1906,93111,Umm...it's ok ~ broccoli powder is not my thing..., great taste,The Best Snack Food!,1.0,The Best Snack Food!,The Best Snack Food!,The Best Snack Food!,0.0,The Best Snack Food!,0.0,0.0
1916,92128,Great flavor!, haribo gummi bears,"Too small, too hard to open",1.0,"Too small, too hard to open","Too small, too hard to open","Too small, too hard to open",0.0,"Too small, too hard to open",0.0,0.0
1921,57142,crackers for cheese, not for dogs,"keeps herbs fresh, looks nice--awkward to use",1.0,"keeps herbs fresh, looks nice--awkward to use","keeps herbs fresh, looks nice--awkward to use","keeps herbs fresh, looks nice--awkward to use",0.0,"keeps herbs fresh, looks nice--awkward to use",0.0,0.0
1944,8753,Easy vegan menu item, coconut water,So much easier!,1.0,So much easier!,So much easier!,So much easier!,0.0,So much easier!,0.0,0.0
1946,76933,The absolute best granola!!, great espresso,Dirty Martini Olive Juice,1.0,Dirty Martini Olive Juice,Dirty Martini Olive Juice,Dirty Martini Olive Juice,0.0,Dirty Martini Olive Juice,0.0,0.0
1964,46275,Very satisfied, great product,Absolutely wonderful,1.0,Absolutely wonderful,Absolutely wonderful,Absolutely wonderful,0.0,Absolutely wonderful,0.0,0.0
1971,59149,Delicious!, not what expected,Great product.,1.0,Great product.,Great product.,Great product.,0.0,Great product.,0.0,0.0
1997,73645,Blah, great product,Good Basic Mix,1.0,Good Basic Mix,Good Basic Mix,Good Basic Mix,0.0,Good Basic Mix,0.0,0.0
2010,56321,Deeeeeeeee-Licious!!, great taste,I'm a believer,1.0,I'm a believer,I'm a believer,I'm a believer,0.0,I'm a believer,0.0,0.0
2025,15355,"Bought these on a whim, now we can't get enough!", great product,Tasty mixture but,1.0,Tasty mixture but,Tasty mixture but,Tasty mixture but,0.0,Tasty mixture but,0.0,0.0
2026,13248,Definitely My New Favorite, cat food,Our Favorite,1.0,Our Favorite,Our Favorite,Our Favorite,0.0,Our Favorite,0.0,0.0
2029,7522,Best Tea Ever, great coffee,great tasting pancakes and waffles,1.0,great tasting pancakes and waffles,great tasting pancakes and waffles,great tasting pancakes and waffles,0.2,great tasting pancakes and waffles,0.5,0.2
2048,89356,Love it BUT!! Too expensive on Amazon, great product,perfect for the weekend,1.0,perfect for the weekend,perfect for the weekend,perfect for the weekend,0.0,perfect for the weekend,0.0,0.0
2063,20386,excellent quality, not what expected,Good but not great,1.0,Good but not great,Good but not great,Good but not great,0.25,Good but not great,0.3333333333333333,0.25
2073,2183,quality tea, great food,our favorite pancake mix,1.0,our favorite pancake mix,our favorite pancake mix,our favorite pancake mix,0.0,our favorite pancake mix,0.0,0.0
2075,22518,Disgusting - product perchased in May but expired in Feb, great product,Price versus taste don't add up,1.0,Price versus taste don't add up,Price versus taste don't add up,Price versus taste don't add up,0.0,Price versus taste don't add up,0.0,0.0
2080,41787,Excellent coffee., best chai ever,"Deceptive, more like a Christmas Sampler!",1.0,"Deceptive, more like a Christmas Sampler!","Deceptive, more like a Christmas Sampler!","Deceptive, more like a Christmas Sampler!",0.0,"Deceptive, more like a Christmas Sampler!",0.0,0.0
2100,52692,Great Tasting Tea, great product,Best crackers ever!,1.0,Best crackers ever!,Best crackers ever!,Best crackers ever!,0.0,Best crackers ever!,0.0,0.0
2125,7840,Perfect, great taste,We LOVE these,1.0,We LOVE these,We LOVE these,We LOVE these,0.0,We LOVE these,0.0,0.0
2133,74478,Fabulous!, great taste,"Tastes good, lots of crumbs",1.0,"Tastes good, lots of crumbs","Tastes good, lots of crumbs","Tastes good, lots of crumbs",0.0,"Tastes good, lots of crumbs",0.0,0.0
2139,15553,"Good treats, somewhat falsely advertised", great dog food,Very tasty - just the right amount of salt and fresh flavor!,1.0,Very tasty - just the right amount of salt and fresh flavor!,Very tasty - just the right amount of salt and fresh flavor!,Very tasty - just the right amount of salt and fresh flavor!,0.0,Very tasty - just the right amount of salt and fresh flavor!,0.0,0.0
2142,93094,don't like it, great product,Tasty and convenient!,1.0,Tasty and convenient!,Tasty and convenient!,Tasty and convenient!,0.0,Tasty and convenient!,0.0,0.0
2153,1858,"All the taste, but where's the fat?", great gift,My 7 month old daughter and 18month old twin niece and nephew love these,1.0,My 7 month old daughter and 18month old twin niece and nephew love these,My 7 month old daughter and 18month old twin niece and nephew love these,My 7 month old daughter and 18month old twin niece and nephew love these,0.0,My 7 month old daughter and 18month old twin niece and nephew love these,0.0,0.0
2171,47336,RIP OFF!, not what expected,CAUTION/DENTED CANS,1.0,CAUTION/DENTED CANS,CAUTION/DENTED CANS,CAUTION/DENTED CANS,0.0,CAUTION/DENTED CANS,0.0,0.0
2183,52775,Roasted Chestnuts, great product,quality tea,1.0,quality tea,quality tea,quality tea,0.0,quality tea,0.0,0.0
2188,91059,Love Ice - wish it were on sale in my area, great for,Satay Noodles,1.0,Satay Noodles,Satay Noodles,Satay Noodles,0.0,Satay Noodles,0.0,0.0
2208,449,Crunchy and Tasty, great gluten free pasta,Best Tahini I've had!,1.0,Best Tahini I've had!,Best Tahini I've had!,Best Tahini I've had!,0.0,Best Tahini I've had!,0.0,0.0
2226,42552,Stevia, great product,"False and misleading product data, but they do taste good",1.0,"False and misleading product data, but they do taste good","False and misleading product data, but they do taste good","False and misleading product data, but they do taste good",0.10000000000000002,"False and misleading product data, but they do taste good",0.5,0.10000000000000002
2231,20841,"Check ingredients listed first, then be prepared to clean the canister", great coffee,CENTO SAN MARZANO,1.0,CENTO SAN MARZANO,CENTO SAN MARZANO,CENTO SAN MARZANO,0.0,CENTO SAN MARZANO,0.0,0.0
2246,51683,I really like these!, great product,FIRST INGREDIENT IS CORN SYRUP!!!,1.0,FIRST INGREDIENT IS CORN SYRUP!!!,FIRST INGREDIENT IS CORN SYRUP!!!,FIRST INGREDIENT IS CORN SYRUP!!!,0.0,FIRST INGREDIENT IS CORN SYRUP!!!,0.0,0.0
2269,50362,Great Chocolate!, great taste,Dogs Love it!,1.0,Dogs Love it!,Dogs Love it!,Dogs Love it!,0.0,Dogs Love it!,0.0,0.0
2285,14359,Glutino crackers are the best!, great product,Taste good,1.0,Taste good,Taste good,Taste good,0.0,Taste good,0.0,0.0
2286,82047,Good product, good stuff,Watch out for the FAT!,1.0,Watch out for the FAT!,Watch out for the FAT!,Watch out for the FAT!,0.0,Watch out for the FAT!,0.0,0.0
2311,41235,Cats love it!, great taste,Good Stuff,1.0,Good Stuff,Good Stuff,Good Stuff,0.0,Good Stuff,0.0,0.0
2313,3304,"Better than the others, but still not quite there", great coffee,Great for running recovery,1.0,Great for running recovery,Great for running recovery,Great for running recovery,0.0,Great for running recovery,0.0,0.0
2318,89004,Yummy, great tea,Helps with sore joints and muscles,1.0,Helps with sore joints and muscles,Helps with sore joints and muscles,Helps with sore joints and muscles,0.0,Helps with sore joints and muscles,0.0,0.0
2322,13840,Taj Mahal Tea, great pasta,Does NOT Put me to sleep!!,1.0,Does NOT Put me to sleep!!,Does NOT Put me to sleep!!,Does NOT Put me to sleep!!,0.0,Does NOT Put me to sleep!!,0.0,0.0
2324,20766,Tastes good but not enough aroma, great coffee,My favorite crackers,1.0,My favorite crackers,My favorite crackers,My favorite crackers,0.0,My favorite crackers,0.0,0.0
2326,67027,My cat loves these, great coffee,SKYFLAKES,1.0,SKYFLAKES,SKYFLAKES,SKYFLAKES,0.0,SKYFLAKES,0.0,0.0
2347,19916,Well pleased., great taste,The best pizza I have ever had!,1.0,The best pizza I have ever had!,The best pizza I have ever had!,The best pizza I have ever had!,0.0,The best pizza I have ever had!,0.0,0.0
2350,35587,Not as great as I thought it would be, not good,Love it!,1.0,Love it!,Love it!,Love it!,0.0,Love it!,0.0,0.0
2376,25236,Awesome bread crumbs, good,Great cookies - TERRIBLE PRICE,1.0,Great cookies - TERRIBLE PRICE,Great cookies - TERRIBLE PRICE,Great cookies - TERRIBLE PRICE,0.0,Great cookies - TERRIBLE PRICE,0.0,0.0
2388,60322,Doesn't fit Senseo machine, great product,Wonderful dark coffee,1.0,Wonderful dark coffee,Wonderful dark coffee,Wonderful dark coffee,0.0,Wonderful dark coffee,0.0,0.0
2392,61054,Have with a glass of cold milk, great gift,nice flavor,1.0,nice flavor,nice flavor,nice flavor,0.0,nice flavor,0.0,0.0
2396,27460,Grate product better than the original liquid one, great taste,Like it but hard to find,1.0,Like it but hard to find,Like it but hard to find,Like it but hard to find,0.0,Like it but hard to find,0.0,0.0
2401,42990,So nice to find chocolate that tastes like chocolate!, great coffee,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...,1.0,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...,0.0,Smooth and tasty and an absolute dream come true for those who enjoy bold dark roasts...,0.0,0.0
2428,79359,Super fresh and good, not what expected,not my cup of coffee,1.0,not my cup of coffee,not my cup of coffee,not my cup of coffee,0.2,not my cup of coffee,0.3333333333333333,0.2
2444,53288,Horrible, not bad,Full bodied but bitter,1.0,Full bodied but bitter,Full bodied but bitter,Full bodied but bitter,0.0,Full bodied but bitter,0.0,0.0
2454,24403,14 oz bags @ Costco, great,Delicious and refreshing,1.0,Delicious and refreshing,Delicious and refreshing,Delicious and refreshing,0.0,Delicious and refreshing,0.0,0.0
2459,22481,convenient and tasty, soup,THE BEST drink on earth!!!!!!!,1.0,THE BEST drink on earth!!!!!!!,THE BEST drink on earth!!!!!!!,THE BEST drink on earth!!!!!!!,0.0,THE BEST drink on earth!!!!!!!,0.0,0.0
2460,79496,very yummy and excellent protein, great tea,Not a sports drink,1.0,Not a sports drink,Not a sports drink,Not a sports drink,0.0,Not a sports drink,0.0,0.0
2477,52630,Pine nut syndrome?, my dog loves this food,"Smaller-than-usual package size, overly-sweet taste",1.0,"Smaller-than-usual package size, overly-sweet taste","Smaller-than-usual package size, overly-sweet taste","Smaller-than-usual package size, overly-sweet taste",0.0,"Smaller-than-usual package size, overly-sweet taste",0.0,0.0
2479,42427,Southern Pecan K-Cup, great product,Not as healthy as you would think,1.0,Not as healthy as you would think,Not as healthy as you would think,Not as healthy as you would think,0.0,Not as healthy as you would think,0.0,0.0
2491,6407,quick delivery, pepper,picky puppy...,1.0,picky puppy...,picky puppy...,picky puppy...,0.0,picky puppy...,0.0,0.0
2493,99937,My new favorite ramen, not good,Caution - poorly balanced nutrition!,1.0,Caution - poorly balanced nutrition!,Caution - poorly balanced nutrition!,Caution - poorly balanced nutrition!,0.0,Caution - poorly balanced nutrition!,0.0,0.0
2510,21113,Awesome Product, great cereal,I Want More!,1.0,I Want More!,I Want More!,I Want More!,0.0,I Want More!,0.0,0.0
2516,99954,Not authentic spiciness, great product,Easy Rose Care and great product,1.0,Easy Rose Care and great product,Easy Rose Care and great product,Easy Rose Care and great product,0.3333333333333333,Easy Rose Care and great product,1.0,0.3333333333333333
2526,11547,"Slightly pink in color, but salt non-the-less.", great tea,Ummm Ummm Good...,1.0,Ummm Ummm Good...,Ummm Ummm Good...,Ummm Ummm Good...,0.0,Ummm Ummm Good...,0.0,0.0
2534,73590,Excellent tea for the price., great taste,Unlisted ingredient of Baxter Lobster Bisque,1.0,Unlisted ingredient of Baxter Lobster Bisque,Unlisted ingredient of Baxter Lobster Bisque,Unlisted ingredient of Baxter Lobster Bisque,0.0,Unlisted ingredient of Baxter Lobster Bisque,0.0,0.0
2542,61225,So Much Better than Coffee, great snack,As far as canned soups go,1.0,As far as canned soups go,As far as canned soups go,As far as canned soups go,0.0,As far as canned soups go,0.0,0.0
2568,27382,They're Not Kidding About the Lemon Part, great snack,"flax seed, recommended brand",1.0,"flax seed, recommended brand","flax seed, recommended brand","flax seed, recommended brand",0.0,"flax seed, recommended brand",0.0,0.0
2579,39636,AMAZING, great tea,Mrs. Mays almond crunch,1.0,Mrs. Mays almond crunch,Mrs. Mays almond crunch,Mrs. Mays almond crunch,0.0,Mrs. Mays almond crunch,0.0,0.0
2584,33530,I Like Italian Roast!, great product,Made in China?!,1.0,Made in China?!,Made in China?!,Made in China?!,0.0,Made in China?!,0.0,0.0
2599,95136,Perfection in a hip wrapper, my cats love it,Perfect gift with a touch of the Southwest,1.0,Perfect gift with a touch of the Southwest,Perfect gift with a touch of the Southwest,Perfect gift with a touch of the Southwest,0.0,Perfect gift with a touch of the Southwest,0.0,0.0
2602,7391,Great, great taste,Noticablely tastey!,1.0,Noticablely tastey!,Noticablely tastey!,Noticablely tastey!,0.0,Noticablely tastey!,0.0,0.0
2605,56849,She loves them!, not fan,Good,1.0,Good,Good,Good,0.0,Good,0.0,0.0
2609,35726,Good but not THAT good, great tea,great alternative to bottled green tea,1.0,great alternative to bottled green tea,great alternative to bottled green tea,great alternative to bottled green tea,0.3333333333333333,great alternative to bottled green tea,1.0,0.3333333333333333
2618,59834,The Marriage of Sweden and India, good,Stash Instant Green Tea,1.0,Stash Instant Green Tea,Stash Instant Green Tea,Stash Instant Green Tea,0.0,Stash Instant Green Tea,0.0,0.0
2639,6821,"Tastes almost like a ""regular"" orange/tangerine soda!", not good,Not for Me,1.0,Not for Me,Not for Me,Not for Me,0.0,Not for Me,0.0,0.0
2663,71656,Works well on its own, delicious,Refreshing flavor,1.0,Refreshing flavor,Refreshing flavor,Refreshing flavor,0.0,Refreshing flavor,0.0,0.0
2674,16316,good K cups, great taste,Great Product,1.0,Great Product,Great Product,Great Product,0.0,Great Product,0.0,0.0
2697,1113,PLEASE!!!!!Don't waste your money, great soup,beans,1.0,beans,beans,beans,0.0,beans,0.0,0.0
2706,13419,Yums!, great,Great Popcorn,1.0,Great Popcorn,Great Popcorn,Great Popcorn,0.0,Great Popcorn,0.0,0.0
2730,26382,Great product for sweet lovers!, not what expected,Heed the advice on hot air poppers,1.0,Heed the advice on hot air poppers,Heed the advice on hot air poppers,Heed the advice on hot air poppers,0.0,Heed the advice on hot air poppers,0.0,0.0
2736,12861,Best Peanuts, great taste,Poor product,1.0,Poor product,Poor product,Poor product,0.0,Poor product,0.0,0.0
2744,33392,Yuck!, great tea,"Wow, it's worth the cost for tender white hulless",1.0,"Wow, it's worth the cost for tender white hulless","Wow, it's worth the cost for tender white hulless","Wow, it's worth the cost for tender white hulless",0.0,"Wow, it's worth the cost for tender white hulless",0.0,0.0
2754,53061,Like eating fresh coconut..., great chips,great popcorn,1.0,great popcorn,great popcorn,great popcorn,0.5,great popcorn,0.5,0.5
2762,96634,Best Gluten Free Cookie Mix on the Market, great for training,popcorn,1.0,popcorn,popcorn,popcorn,0.0,popcorn,0.0,0.0
2780,51643,Excellent Quality, great taste,Clam Chowder,1.0,Clam Chowder,Clam Chowder,Clam Chowder,0.0,Clam Chowder,0.0,0.0
2785,48050,Zico Coconut Water, great product,"What Is This ""Stuff?""",1.0,"What Is This ""Stuff?""","What Is This ""Stuff?""","What Is This ""Stuff?""",0.0,"What Is This ""Stuff?""",0.0,0.0
2787,13327,Can split in half to be more economical, my dog loves these,Not very good,1.0,Not very good,Not very good,Not very good,0.0,Not very good,0.0,0.0
2788,10174,Delicious!, not what expected,Nothing Special,1.0,Nothing Special,Nothing Special,Nothing Special,0.0,Nothing Special,0.0,0.0
2790,18338,Barksters Sweet Potato Krisps Dog Treat, vita coco coconut water,the best,1.0,the best,the best,the best,0.0,the best,0.0,0.0
2806,70952,cardboard would have more taste, not good,"Decent, but not great",1.0,"Decent, but not great","Decent, but not great","Decent, but not great",0.25,"Decent, but not great",0.5,0.25
2838,751,"Good soy sauce, but not special. Mainly good as unique gift.", great pasta,cold and refreshing,1.0,cold and refreshing,cold and refreshing,cold and refreshing,0.0,cold and refreshing,0.0,0.0
2860,18030,nut nut, great tea,So Addicted,1.0,So Addicted,So Addicted,So Addicted,0.0,So Addicted,0.0,0.0
2868,93811,The BEST chewable texture and mildly seasoned., great snack,Wrong Product displayed for order,1.0,Wrong Product displayed for order,Wrong Product displayed for order,Wrong Product displayed for order,0.0,Wrong Product displayed for order,0.0,0.0
2895,7067,terrible, not what expected,Very Good,1.0,Very Good,Very Good,Very Good,0.0,Very Good,0.0,0.0
2896,93609,Delicious, good,"Flavor in, Calories Down, Fat Nearly Out",1.0,"Flavor in, Calories Down, Fat Nearly Out","Flavor in, Calories Down, Fat Nearly Out","Flavor in, Calories Down, Fat Nearly Out",0.0,"Flavor in, Calories Down, Fat Nearly Out",0.0,0.0
2917,73505,Yum, good product,Yummers!,1.0,Yummers!,Yummers!,Yummers!,0.0,Yummers!,0.0,0.0
2926,77578,Refreshing and just the right amount, great product,"CRISPY, CRUNCHY, AND CHOCOLATEY",1.0,"CRISPY, CRUNCHY, AND CHOCOLATEY","CRISPY, CRUNCHY, AND CHOCOLATEY","CRISPY, CRUNCHY, AND CHOCOLATEY",0.0,"CRISPY, CRUNCHY, AND CHOCOLATEY",0.0,0.0
2931,18457,Gnats Everywhere, not bad,these ain't oreo's,1.0,these ain't oreo's,these ain't oreo's,these ain't oreo's,0.0,these ain't oreo's,0.0,0.0
2937,88257,Simply wonderful!, great product,Worked very well,1.0,Worked very well,Worked very well,Worked very well,0.0,Worked very well,0.0,0.0
2942,14431,BEWARE!, great taste,She Loves It,1.0,She Loves It,She Loves It,She Loves It,0.0,She Loves It,0.0,0.0
2944,45218,Fantastic delicacy, great soup,"Not minced, this is ground beef",1.0,"Not minced, this is ground beef","Not minced, this is ground beef","Not minced, this is ground beef",0.0,"Not minced, this is ground beef",0.0,0.0
3002,12812,Doggy Dent a winner, great product,Very good,1.0,Very good,Very good,Very good,0.0,Very good,0.0,0.0
3007,21577,Greenies are the Best, great product,"Great aroma, and I don't like coffee",1.0,"Great aroma, and I don't like coffee","Great aroma, and I don't like coffee","Great aroma, and I don't like coffee",0.0,"Great aroma, and I don't like coffee",0.0,0.0
3008,72260,Great addition to Phase II Atkins, dented cans,Jarred Paradise,1.0,Jarred Paradise,Jarred Paradise,Jarred Paradise,0.0,Jarred Paradise,0.0,0.0
3013,82287,BEST MADE BETTER, great tea,"Awesome snack, great product.",1.0,"Awesome snack, great product.","Awesome snack, great product.","Awesome snack, great product.",0.25,"Awesome snack, great product.",0.5,0.25
3021,94686,Great Product, great product,"Very good corral for 1 horse, maybe 2 with additional electric tape",1.0,"Very good corral for 1 horse, maybe 2 with additional electric tape","Very good corral for 1 horse, maybe 2 with additional electric tape","Very good corral for 1 horse, maybe 2 with additional electric tape",0.0,"Very good corral for 1 horse, maybe 2 with additional electric tape",0.0,0.0
3026,91074,GREAT!, not the best,Works for us,1.0,Works for us,Works for us,Works for us,0.0,Works for us,0.0,0.0
3035,22539,The Best Instant Noodle Meals You Can Buy!, great salt,SO delicious!,1.0,SO delicious!,SO delicious!,SO delicious!,0.0,SO delicious!,0.0,0.0
3044,71261,Not good!, great coffee,The best bad breath and no fowl after taste,1.0,The best bad breath and no fowl after taste,The best bad breath and no fowl after taste,The best bad breath and no fowl after taste,0.0,The best bad breath and no fowl after taste,0.0,0.0
3045,14384,"Repulsive, actually tastes like liquid egg!", good product,Great Chocolates,1.0,Great Chocolates,Great Chocolates,Great Chocolates,0.0,Great Chocolates,0.0,0.0
3047,19972,Finicky cats find flavor, not fan,Snyder's Best Flavor,1.0,Snyder's Best Flavor,Snyder's Best Flavor,Snyder's Best Flavor,0.0,Snyder's Best Flavor,0.0,0.0
3059,86564,Great as Always, great product,Not particularly good,1.0,Not particularly good,Not particularly good,Not particularly good,0.0,Not particularly good,0.0,0.0
